,freight_value,payment_installments,payment_value,review_score,days_to_delivery,delivery_days b/(w),review_response_days,freight_percent,late,repeat?
67143,18.0,1,227.9,5,-17,33,1,0.07898200965335674,1,0
77995,18.0,1,67.9,4,-8,41,0,0.2650957290132548,1,0
51003,18.0,4,116.9,4,-18,18,0,0.15397775876817793,1,0
50338,20.0,3,149.9,4,-15,36,1,0.133422281521014,1,0
39115,9.0,1,49.98,5,-15,22,1,0.18007202881152462,1,0
98423,18.0,1,84.99,4,-9,46,1,0.2117896223085069,1,0
49416,17.92,1,113.0,5,-7,43,3,0.1585840707964602,1,0
20772,23.0,4,242.99,5,-10,28,1,0.09465410099181036,1,0
76028,9.0,1,47.8,5,-15,21,2,0.1882845188284519,1,0
39552,17.37,3,87.27,3,-42,-6,6,0.19903746992093505,0,0
74108,10.96,1,55.46,5,-2,26,3,0.19761990623873063,1,0
22498,20.95,2,110.85,5,-8,32,1,0.1889941362201173,1,0
9155,20.4,3,45.4,4,-15,30,0,0.44933920704845814,1,0
108985,15.56,1,65.55,5,-7,20,2,0.23737604881769644,1,0
2304,15.56,1,13.63,5,-10,31,3,1.1415994130594278,1,0
41498,14.59,1,74.49,5,-9,28,0,0.1958652168076252,1,0
44124,15.74,1,239.64,1,-8,19,6,0.0656818561175096,1,0
47217,17.43,1,116.43,4,-7,21,0,0.14970368461736663,1,0
14603,28.71,1,378.61,4,-13,43,1,0.0758300097725892,1,0
107087,18.13,5,118.03,5,-14,29,1,0.1536050156739812,1,0
24478,17.35,1,57.96,3,-10,21,1,0.29934437543133197,1,0
90595,15.56,2,48.45,5,-17,10,0,0.32115583075335397,1,0
103700,17.37,6,87.27,5,-11,26,2,0.19903746992093505,1,0
36109,8.72,1,19.71,5,-18,17,0,0.44241501775748354,1,0
117447,17.27,6,460.22,4,-9,26,1,0.037525531267654594,1,0
80391,11.45,1,393.15,5,-14,22,71,0.02912374411802111,1,0
99561,21.82,2,71.72,5,-8,21,1,0.3042387060791969,1,0
37042,14.62,1,79.62,1,-41,-13,0,0.18362220547601102,0,0
21064,11.75,1,63.65,4,-8,14,1,0.18460329929300864,1,0
80978,10.96,1,56.86,5,-14,35,2,0.19275413295814284,1,0
1248,11.74,1,48.59,3,-10,18,4,0.24161350072031282,1,0
40994,17.01,1,3016.01,5,-3,16,0,0.005639901724463778,1,0
36088,17.78,1,119.36,4,-7,35,1,0.14896112600536193,1,0
74201,14.59,3,74.49,5,-15,20,2,0.1958652168076252,1,0
51218,11.06,3,76.05,5,-10,20,0,0.14543063773833007,1,0
85721,13.84,1,363.74,5,-6,36,2,0.03804915599054269,1,0
6074,24.35,4,46.34,5,-9,28,1,0.5254639620198532,1,0
96246,25.99,3,240.89,1,-43,-7,0,0.10789156876582673,0,0
24753,14.52,1,64.51,4,-20,17,3,0.22508138273135944,1,0
1055,24.84,1,59.83,5,-14,26,1,0.4151763329433395,1,0
35270,27.69,1,197.59,2,-58,-16,1,0.14013867098537375,0,0
105873,20.87,4,80.77,5,-14,28,3,0.25838801535223477,1,0
109868,15.79,2,91.84,3,-8,18,2,0.17192944250871078,1,0
99702,30.27,1,222.27,5,-20,28,3,0.1361857200701849,1,0
84656,16.05,1,38.95,5,-14,22,0,0.4120667522464698,1,0
112964,21.1,1,138.9,5,-8,18,0,0.15190784737221022,1,0
40817,20.6,1,95.59,4,-7,29,1,0.2155037137775918,1,0
101895,14.94,10,124.84,4,-30,-4,2,0.11967318167254085,0,0
17771,15.79,5,50.35,5,-7,19,2,0.313604766633565,1,0
88528,14.52,1,29.42,1,-41,-15,0,0.4935418082936777,0,0
26983,17.63,1,77.64,5,-13,13,1,0.22707367336424522,1,0
24079,37.24,2,141.23,5,-8,28,1,0.263683353395171,1,0
30517,37.24,5,282.46,5,-8,28,1,0.1318416766975855,1,0
5054,11.88,8,81.78,5,-15,19,2,0.14526779163609685,1,0
80324,15.22,4,294.42,5,-16,20,1,0.05169485768629849,1,0
45465,38.08,8,278.07,2,-13,27,1,0.1369439349804006,1,0
56572,22.28,1,70.28,5,-15,32,1,0.3170176437108708,1,0
88527,46.4,3,176.39,2,-7,34,3,0.26305346108056016,1,0
67295,22.28,1,70.28,5,-15,32,1,0.3170176437108708,1,0
24485,14.52,1,40.52,5,-13,22,2,0.3583415597235933,1,0
12902,10.96,2,59.86,5,-6,23,3,0.1830938857333779,1,0
111094,19.54,1,199.44,5,-15,22,1,0.09797432811873245,1,0
113158,14.52,1,25.51,1,-12,24,1,0.569188553508428,1,0
80809,14.52,1,41.42,5,-7,22,2,0.35055528730082086,1,0
54017,15.73,1,40.23,5,-15,22,1,0.39100173999502863,1,0
52923,17.37,1,87.27,4,-15,21,2,0.19903746992093505,1,0
91691,14.52,5,51.42,3,-7,19,2,0.2823803967327888,1,0
94305,11.31,10,111.21,4,-8,27,1,0.10169948745616403,1,0
85361,14.79,1,102.69,5,-7,33,3,0.14402570844288634,1,0
83355,17.78,2,165.78,4,-7,29,1,0.10725057304861865,1,0
21537,26.61,1,66.51,5,-15,25,3,0.4000902119981957,1,0
114582,20.74,1,92.2,4,-29,39,0,0.2249457700650759,1,0
68719,16.58,1,423.16,4,-8,18,1,0.03918139710747707,1,0
34966,14.52,1,47.51,5,-12,15,1,0.30561986950115766,1,0
101414,15.56,1,65.46,5,-8,28,3,0.23770241368774828,1,0
113229,14.52,1,38.42,5,-12,22,1,0.3779281624154086,1,0
16023,14.52,1,64.42,2,-9,27,0,0.22539583980130393,1,0
112705,11.51,1,140.51,4,-10,13,0,0.08191587787346097,1,0
15956,16.88,8,185.88,5,-9,19,1,0.09081127609210243,1,0
110038,8.72,1,37.58,5,-6,26,1,0.23203831825439067,1,0
76067,15.45,8,255.25,5,-14,8,1,0.060528893241919686,1,0
97709,52.83,1,1101.83,5,-13,23,1,0.04794750551355472,1,0
15312,17.55,8,177.54,5,-6,34,4,0.09885096316323083,1,0
117684,8.72,1,18.22,5,-5,28,3,0.47859495060373225,1,0
99080,49.89,10,226.88,5,-7,30,0,0.21989598025387871,1,0
83065,11.74,1,41.64,5,-8,24,3,0.281940441882805,1,0
18140,21.85,8,221.84,4,-12,34,5,0.09849441038586369,1,0
72968,14.52,1,61.46,4,-30,3,20,0.23625122030589,1,0
1525,26.61,3,185.61,4,-37,18,3,0.1433651204137708,1,0
78128,12.11,1,226.11,5,-6,28,1,0.05355800274202821,1,0
92757,28.08,1,288.08,5,-14,34,4,0.09747292418772563,1,0
98735,14.76,1,99.75,1,-15,11,2,0.14796992481203008,1,0
115830,8.72,1,15.29,5,-6,28,7,0.5703073904512754,1,0
18227,26.09,1,55.99,3,-15,33,1,0.46597606715484907,1,0
118192,18.02,4,177.02,5,-37,13,4,0.10179640718562874,1,0
42340,20.43,1,55.43,5,-9,27,3,0.3685729749233267,1,0
8726,35.35,1,45.24,5,-16,32,2,0.7813881520778072,1,0
69520,24.86,8,539.85,5,-21,19,3,0.046049828656108176,1,0
118240,14.52,1,60.42,5,-14,29,6,0.24031777557100298,1,0
76732,57.12,1,412.12,5,-13,22,1,0.1386004076482578,1,0
14910,13.34,3,121.34,4,-28,-6,3,0.10993901433987144,0,0
88304,10.96,3,38.96,5,-9,25,0,0.2813141683778234,1,0
73176,16.14,2,79.04,2,-16,24,1,0.20420040485829957,1,0
40443,46.86,8,176.76,5,-7,22,1,0.2651052274270197,1,0
46200,11.74,1,38.64,5,-7,27,4,0.30383022774327123,1,0
41732,15.53,2,125.53,5,-13,23,0,0.12371544650681111,1,0
106759,10.96,1,33.95,5,-6,19,1,0.3228276877761414,1,0
89509,0.08,1,198.26,5,-13,27,2,0.0004035105417129023,1,0
43527,15.66,8,161.12,5,-8,18,1,0.09719463753723932,1,0
104466,14.52,1,35.42,5,-6,34,1,0.4099378881987577,1,0
112553,29.99,1,408.99,5,-6,28,0,0.07332697620968727,1,0
58013,11.74,2,38.64,2,-7,27,3,0.30383022774327123,1,0
24141,17.2,1,167.1,5,-8,20,0,0.10293237582286056,1,0
62758,19.96,1,114.95,1,-13,23,0,0.17364071335363201,1,0
59900,10.96,1,30.94,2,-7,18,1,0.35423400129282484,1,0
59299,21.29,2,141.29,5,-16,31,2,0.15068299242692335,1,0
86892,32.44,5,152.43,5,-19,44,2,0.21281899888473396,1,0
93103,19.38,3,274.38,2,-12,31,1,0.07063197026022304,1,0
64874,26.75,1,193.3,5,-12,27,2,0.13838592860838075,1,0
58547,14.11,1,44.01,5,-5,22,3,0.320608952510793,1,0
81419,15.11,7,73.48,5,-16,23,3,0.2056341861731083,1,0
87889,14.52,1,120.82,5,-11,27,1,0.12017877834795564,1,0
109134,14.59,3,148.98,4,-15,12,3,0.0979326084038126,1,0
84212,18.71,5,667.88,5,-9,18,0,0.02801401449362161,1,0
83511,11.95,1,91.85,5,-8,19,3,0.1301034295046271,1,0
48662,14.94,4,124.84,3,-28,-1,0,0.11967318167254085,0,0
107942,17.78,1,56.18,5,-15,28,2,0.31648273406906374,1,0
37027,15.57,1,66.47,5,-8,37,1,0.23424101098239808,1,0
9867,14.52,1,27.49,5,-13,26,0,0.5281920698435795,1,0
117141,19.5,1,184.4,5,-44,-5,1,0.10574837310195227,0,0
107554,28.22,1,307.86,5,-11,27,0,0.09166504255180925,1,0
14635,26.89,6,370.29,4,-27,11,0,0.0726187582705447,1,0
85665,11.03,1,70.93,5,-7,18,1,0.15550542788664878,1,0
70076,21.4,1,176.4,4,-11,27,0,0.12131519274376416,1,0
87898,14.13,1,67.13,5,-8,30,1,0.21048711455385077,1,0
98647,14.52,3,38.42,4,-12,15,0,0.3779281624154086,1,0
78042,22.1,3,232.0,5,-20,12,1,0.09525862068965518,1,0
98095,18.1,1,361.5,5,-12,16,0,0.050069156293222686,1,0
93264,15.59,1,69.54,5,-7,32,5,0.224187517975266,1,0
73811,21.08,1,110.98,5,-12,26,1,0.18994413407821226,1,0
80741,23.26,4,213.25,4,-14,33,1,0.10907385697538101,1,0
103081,14.54,6,124.53,5,-5,28,3,0.1167590138922348,1,0
73231,10.96,1,34.86,4,-11,13,1,0.3144004589787723,1,0
42643,14.14,1,69.04,5,-8,18,3,0.20480880648899188,1,0
100559,22.45,3,152.35,1,-11,15,1,0.14735805710534952,1,0
63773,15.66,1,80.56,3,-7,20,1,0.19438927507447865,1,0
104496,22.62,10,169.01,4,-8,30,1,0.1338382344239986,1,0
43540,15.67,1,230.57,5,-12,14,0,0.06796200719954895,1,0
107108,55.8,5,454.8,5,-33,7,0,0.12269129287598944,1,0
39259,8.72,3,33.71,4,-5,29,1,0.2586769504598042,1,0
91161,21.18,1,125.18,5,-8,26,4,0.16919635724556636,1,0
106967,37.24,3,141.23,5,-12,26,1,0.263683353395171,1,0
9512,15.79,3,91.84,5,-8,18,2,0.17192944250871078,1,0
71855,11.74,1,28.64,1,-6,21,1,0.4099162011173184,1,0
36459,14.52,6,64.26,4,-8,30,0,0.22595704948646123,1,0
109755,14.52,1,39.42,4,-6,20,1,0.3683409436834094,1,0
43980,19.01,1,328.91,5,-13,15,0,0.05779696573530753,1,0
44888,14.52,1,63.52,5,-15,23,1,0.22858942065491183,1,0
1326,15.59,3,69.54,5,-12,26,3,0.224187517975266,1,0
92353,21.14,1,120.14,4,-15,27,1,0.17596137839187614,1,0
48063,21.13,1,171.03,5,-7,31,3,0.12354557679939192,1,0
85005,16.12,1,76.02,5,-6,25,0,0.21204946066824523,1,0
61474,20.81,2,125.8,5,-13,25,0,0.16542130365659777,1,0
72590,24.35,1,48.25,5,-7,41,1,0.5046632124352332,1,0
94938,33.15,1,383.05,5,-19,29,2,0.08654222686333377,1,0
8523,34.84,1,334.74,4,-18,16,1,0.10408077911214675,1,0
117635,14.52,1,53.51,4,-22,16,2,0.2713511493178845,1,0
98808,28.89,1,257.58,5,-8,26,2,0.11215932914046123,1,0
88006,22.62,8,169.01,5,-15,23,0,0.1338382344239986,1,0
111083,14.86,1,113.86,5,-8,23,1,0.1305111540488319,1,0
49294,17.58,10,137.48,5,-8,33,3,0.12787314518475415,1,0
72586,17.81,3,72.71,3,-14,18,3,0.24494567459771696,1,0
64,16.43,1,120.43,5,-5,23,3,0.13642780038196461,1,0
8956,38.63,2,87.63,5,-28,6,1,0.4408307657195025,1,0
23805,19.4,2,179.3,3,-14,13,4,0.10819854991634131,1,0
23284,16.57,1,141.47,5,-18,14,3,0.11712730614264509,1,0
60328,17.83,8,405.83,5,-6,28,1,0.04393465244067713,1,0
100608,10.96,1,37.86,3,-34,4,2,0.28948758584257794,1,0
87421,14.9,1,118.9,4,-34,-8,0,0.12531539108494533,0,0
108880,60.42,6,328.82,2,-13,33,2,0.18374794720515786,1,0
27143,28.97,2,52.87,3,-7,46,1,0.5479477964819368,1,0
52801,12.78,8,527.77,5,-7,24,3,0.024215093696117625,1,0
98899,35.26,9,984.26,1,-91,-39,2,0.03582386767723975,0,0
85850,20.8,7,70.79,5,-13,34,1,0.29382681169656727,1,0
50605,29.98,1,149.95,5,-12,28,0,0.19993331110370124,1,0
56205,12.36,8,262.26,5,-5,20,0,0.04712880347746511,1,0
112151,46.33,3,166.3,5,-6,39,3,0.2785929043896572,1,0
70233,17.51,1,127.5,2,-11,17,3,0.13733333333333334,1,0
27940,20.11,1,1317.36,5,-7,12,3,0.015265379243335157,1,0
66129,12.59,5,211.04,1,-14,25,3,0.05965693707354056,1,0
44501,16.12,1,76.02,4,-20,10,2,0.21204946066824523,1,0
49955,21.28,1,13.99,5,-11,36,6,1.5210864903502503,1,0
84238,14.52,2,51.42,5,-15,12,2,0.2823803967327888,1,0
115316,14.94,10,124.84,3,-12,22,3,0.11967318167254085,1,0
7164,18.13,6,118.03,4,-14,30,2,0.1536050156739812,1,0
103770,24.47,1,194.46,5,-21,18,3,0.12583564743391956,1,0
13578,28.19,1,378.09,5,-15,32,4,0.07455896744161444,1,0
33160,17.51,1,127.5,3,-12,16,1,0.13733333333333334,1,0
56503,22.29,8,139.89,1,-13,19,1,0.15933948102080206,1,0
87541,24.84,1,49.74,3,-19,20,2,0.4993968636911942,1,0
102983,29.03,1,149.02,5,-14,26,2,0.19480606629982553,1,0
6100,14.11,1,57.1,5,-15,24,3,0.24711033274956215,1,0
27122,8.72,1,58.62,5,-5,19,2,0.14875469123166157,1,0
71021,11.73,2,141.72,4,-7,27,0,0.0827688399661304,1,0
13539,8.93,1,88.83,5,-8,36,3,0.10052910052910052,1,0
11133,14.11,1,63.91,5,-4,27,0,0.22077922077922077,1,0
26532,9.34,1,54.33,4,-6,29,2,0.17191238726302227,1,0
43120,14.52,1,34.42,3,-7,31,1,0.4218477629285299,1,0
97163,17.78,2,27.67,5,-17,15,1,0.6425731839537405,1,0
77768,10.96,1,50.86,5,-11,24,512,0.2154935116004719,1,0
14882,17.85,5,89.56,5,-18,15,2,0.19930772666368915,1,0
88693,53.79,4,230.78,5,-10,21,1,0.2330791229742612,1,0
12793,19.19,3,119.09,5,-6,33,1,0.161138634646066,1,0
109024,17.3,5,163.69,5,-7,27,2,0.10568758018205145,1,0
31641,24.79,1,1323.79,5,-26,4,1,0.018726535175518776,1,0
1079,29.99,3,408.99,5,-8,26,2,0.07332697620968727,1,0
99980,10.28,2,195.78,3,-17,27,1,0.05250791704974971,1,0
34848,43.6,4,213.59,5,-26,18,2,0.2041294068074348,1,0
23077,17.21,6,317.2,5,-14,20,3,0.05425598991172762,1,0
85624,11.76,10,176.76,3,-12,29,3,0.06653088934147998,1,0
53498,23.91,10,113.81,5,-6,21,1,0.21008698708373605,1,0
63368,14.52,1,60.42,5,-17,24,0,0.24031777557100298,1,0
28687,18.49,2,416.49,1,-9,21,1,0.04439482340512377,1,0
68480,28.97,1,55.87,5,-12,42,0,0.5185251476642205,1,0
66314,10.96,5,56.96,5,-11,20,1,0.19241573033707868,1,0
52933,14.12,1,30.11,5,-6,20,12,0.46894719362338094,1,0
40942,21.01,1,100.91,5,-12,34,0,0.20820533148350018,1,0
19356,25.61,5,255.6,5,-13,35,1,0.10019561815336463,1,0
84727,18.09,4,112.99,5,-131,-97,10,0.16010266395256217,0,0
25543,10.96,1,30.95,5,-10,17,3,0.35411954765751213,1,0
4507,14.94,6,124.84,5,-12,14,1,0.11967318167254085,1,0
61632,10.96,1,34.86,5,-11,13,1,0.3144004589787723,1,0
55975,10.96,3,37.86,5,-12,27,1,0.28948758584257794,1,0
110179,21.36,7,151.26,5,-19,26,0,0.1412138040460135,1,0
35585,24.96,10,264.86,5,-4,21,0,0.09423846560447029,1,0
113759,12.28,1,251.28,5,-12,13,3,0.048869786692136256,1,0
54622,18.82,1,117.82,5,-10,23,1,0.15973518927177052,1,0
94449,11.03,3,70.93,5,-5,20,1,0.15550542788664878,1,0
84109,50.0,1,6.14,5,-5,53,32,8.143322475570033,1,0
105935,71.48,6,321.38,5,-11,20,1,0.222415831725683,1,0
41975,10.96,1,60.86,1,-49,-12,0,0.18008544199802828,0,0
109173,11.34,1,115.34,3,-10,14,1,0.09831801629963585,1,0
50541,12.78,8,527.77,5,-4,22,13,0.024215093696117625,1,0
73214,24.35,2,48.25,5,-17,22,1,0.5046632124352332,1,0
20289,193.84,8,206.67,5,-18,29,1,0.9379203561232884,1,0
10214,18.08,2,210.08,4,-12,27,3,0.08606245239908605,1,0
2895,18.98,2,118.88,4,-10,20,0,0.15965679676985195,1,0
63807,17.27,2,137.26,4,-6,34,1,0.12581961241439604,1,0
10565,16.16,2,166.06,4,-5,20,1,0.09731422377453933,1,0
27141,14.52,1,34.52,4,-17,21,13,0.42062572421784467,1,0
36018,15.65,1,65.64,5,-6,24,1,0.23842169408897015,1,0
4,18.14,3,218.04,5,-26,15,1,0.0831957439002018,1,0
65919,14.9,1,118.9,4,-26,0,0,0.12531539108494533,1,0
17093,18.58,5,533.57,2,-10,20,1,0.034822047716325875,1,0
18571,11.1,1,81.0,5,-3,21,18,0.13703703703703704,1,0
110496,13.49,1,143.39,4,-9,15,0,0.09407908501290188,1,0
53226,15.94,1,120.43,5,-13,13,7,0.13235904674914886,1,0
104453,11.52,7,424.26,5,-10,22,1,0.027153160797624098,1,0
31676,18.7,4,78.6,5,-19,7,1,0.23791348600508908,1,0
4191,18.53,10,195.43,5,-10,14,1,0.09481655835849154,1,0
110198,125.66,10,1047.32,5,-18,26,2,0.11998243134858497,1,0
61623,14.52,4,41.42,4,-9,17,1,0.35055528730082086,1,0
47511,24.84,1,56.83,5,-13,26,1,0.43709308463839525,1,0
102196,14.59,1,74.49,3,-15,11,9,0.1958652168076252,1,0
72740,20.21,2,150.2,3,-19,19,0,0.1345539280958722,1,0
89336,24.97,1,134.96,5,-13,24,0,0.18501778304682867,1,0
39756,29.59,1,124.35,5,-10,28,0,0.23795737836751107,1,0
70976,62.74,5,4042.74,5,-5,49,1,0.015519177587477801,1,0
7568,15.67,1,145.57,1,-13,13,1,0.10764580614137528,1,0
31247,14.87,5,114.77,3,-17,21,1,0.12956347477563823,1,0
98850,6.56,3,129.11,2,-6,18,4,0.050809387344125156,1,0
27945,21.15,4,121.05,2,-30,6,1,0.17472118959107805,1,0
15645,14.52,2,79.02,1,-35,-9,8,0.18375094912680334,0,0
83664,14.52,1,38.41,5,-11,27,1,0.3780265555844832,1,0
49961,18.82,3,117.82,5,-6,26,2,0.15973518927177052,1,0
54185,22.77,2,142.76,5,-17,19,1,0.15949845895208742,1,0
49492,9.69,1,109.68,5,-10,14,1,0.08834792122538292,1,0
10949,43.61,10,207.51,1,-10,28,3,0.21015854657606864,1,0
106068,16.28,4,216.27,4,-28,26,3,0.07527627502658714,1,0
76608,14.73,1,94.63,2,-9,17,100,0.15565888196132305,1,0
117652,19.4,6,179.3,5,-18,12,0,0.10819854991634131,1,0
51905,14.52,2,53.51,1,-11,27,2,0.2713511493178845,1,0
97635,16.51,6,132.51,3,-10,23,2,0.1245943702362086,1,0
25693,15.56,1,55.46,4,-13,18,0,0.28056256761630005,1,0
62697,11.31,2,111.21,5,-4,32,0,0.10169948745616403,1,0
113307,19.6,10,208.59,4,-12,56,3,0.09396423606117264,1,0
33708,12.54,4,177.44,5,-8,23,0,0.07067177637511271,1,0
96402,25.26,2,135.16,5,-12,26,2,0.18688961231133472,1,0
83364,15.56,1,122.92,4,-18,35,0,0.12658639765701268,1,0
92115,15.02,8,530.01,5,-6,20,10,0.028339087941736948,1,0
65399,18.63,1,56.62,5,-11,15,3,0.3290356764394207,1,0
25953,16.08,1,70.98,4,-9,21,0,0.22654268808114958,1,0
15368,12.23,2,132.13,5,-5,19,1,0.09256035722394612,1,0
38750,24.77,2,134.77,5,-25,13,13,0.18379461304444608,1,0
24088,23.12,1,193.02,5,-12,38,1,0.11978033364418195,1,0
56215,13.38,1,256.56,5,-5,34,1,0.052151543498596825,1,0
79621,24.35,1,98.44,5,-9,41,4,0.24735879723689558,1,0
75831,15.43,3,195.42,5,-10,16,1,0.07895814143895201,1,0
23967,14.52,1,64.42,5,-9,29,3,0.22539583980130393,1,0
115474,11.45,1,131.44,5,-24,13,1,0.08711199026171637,1,0
43207,14.15,1,70.05,5,-11,15,0,0.20199857244825126,1,0
19972,8.72,3,36.62,4,-3,20,3,0.23812124522119063,1,0
70258,13.21,10,103.11,5,-9,15,9,0.12811560469401612,1,0
18395,14.52,2,25.51,5,-11,26,2,0.569188553508428,1,0
24754,24.62,1,84.52,5,-12,49,70,0.2912920018930431,1,0
50748,17.19,8,81.69,5,-11,15,5,0.21042967315460892,1,0
80761,17.79,3,167.69,3,-13,25,1,0.10608861589838392,1,0
30643,14.9,1,119.8,5,-8,17,1,0.12437395659432388,1,0
98150,19.63,1,167.63,4,-19,10,7,0.11710314382867028,1,0
37939,13.41,5,132.41,5,-6,18,0,0.10127633864511744,1,0
46986,18.98,1,118.88,4,-17,9,3,0.15965679676985195,1,0
96981,18.05,2,150.04,4,-9,28,2,0.12030125299920022,1,0
59233,10.96,1,25.85,5,-8,22,1,0.4239845261121857,1,0
25406,12.93,1,37.93,1,-11,18,0,0.34089111521223303,1,0
86708,14.61,1,305.08,4,-11,13,3,0.04788907827455094,1,0
102236,60.73,3,114.17,5,-9,42,2,0.5319260751510905,1,0
64007,6.52,2,284.06,1,-4,21,3,0.022952897275223542,1,0
29001,10.96,1,36.96,5,-4,31,1,0.29653679653679654,1,0
61027,24.69,7,86.39,1,-15,30,1,0.2857969672415789,1,0
107547,11.74,1,51.64,4,-5,18,3,0.2273431448489543,1,0
2777,48.72,10,243.72,5,-19,13,1,0.19990152634170358,1,0
67400,20.4,1,44.3,5,-15,20,3,0.4604966139954853,1,0
1429,11.66,1,143.65,5,-11,18,3,0.08116950922380786,1,0
114921,14.11,1,46.71,4,-11,14,1,0.3020766431171055,1,0
48356,38.81,1,637.81,5,-26,11,1,0.060848842131669315,1,0
23729,21.26,5,51.16,5,-5,30,1,0.41555903049257237,1,0
38153,13.14,6,93.13,4,-6,19,0,0.14109309567271558,1,0
79894,3.14,4,96.93,3,-5,23,2,0.0323945115031466,1,0
16415,14.59,1,74.49,5,-15,10,1,0.1958652168076252,1,0
65278,14.52,1,39.52,1,-10,19,22,0.36740890688259104,1,0
45066,14.52,1,38.42,5,-15,10,0,0.3779281624154086,1,0
100183,14.54,1,124.53,5,-5,23,1,0.1167590138922348,1,0
69209,16.05,10,136.04,4,-10,15,0,0.11798000588062336,1,0
23792,14.59,1,74.49,5,-9,16,2,0.1958652168076252,1,0
109517,14.52,2,29.42,1,-45,-14,2,0.4935418082936777,0,0
38087,10.96,1,35.86,5,-17,6,0,0.305633017289459,1,0
46875,21.41,2,211.4,4,-9,22,0,0.10127719962157047,1,0
9064,15.67,1,81.57,5,-12,13,3,0.1921049405418659,1,0
22929,14.52,1,36.51,3,-5,20,4,0.3976992604765818,1,0
111464,11.81,1,71.8,5,-3,20,3,0.16448467966573818,1,0
64894,12.93,3,62.83,5,-11,12,1,0.2057934107910234,1,0
41326,14.52,3,34.51,4,-8,22,4,0.420747609388583,1,0
80556,11.45,1,131.05,5,-11,19,1,0.08737123235406333,1,0
7666,8.73,1,59.73,5,-5,18,8,0.14615770969362132,1,0
69138,10.96,2,22.93,5,-5,18,2,0.4779764500654165,1,0
56349,17.3,7,83.6,4,-17,15,1,0.20693779904306223,1,0
66051,24.0,1,169.0,5,-5,20,5,0.14201183431952663,1,0
9341,11.95,4,41.45,5,-10,13,0,0.28829915560916763,1,0
63520,16.05,1,41.05,5,-12,19,0,0.3909866017052376,1,0
69477,28.97,2,157.94,3,-18,33,7,0.18342408509560593,1,0
70652,19.24,6,609.24,5,-8,15,1,0.03158032959096579,1,0
7696,24.83,4,94.73,3,-17,28,3,0.2621133748548506,1,0
78284,17.37,1,107.27,5,-8,29,5,0.16192784562319382,1,0
18268,22.39,1,352.29,5,-4,25,1,0.06355559340316216,1,0
67026,10.96,1,56.86,5,-8,34,2,0.19275413295814284,1,0
64740,47.61,2,206.61,5,-11,26,3,0.23043415129954986,1,0
6399,18.8,1,93.7,5,-9,28,2,0.2006403415154749,1,0
41033,17.16,6,76.66,4,-17,8,3,0.22384555178711193,1,0
6558,16.54,5,206.44,5,-10,29,1,0.08012013175741135,1,0
114384,11.06,2,75.96,5,-10,25,0,0.14560294892048448,1,0
38887,14.66,1,84.16,4,-18,7,2,0.17419201520912547,1,0
39369,17.78,1,165.78,4,-5,20,3,0.10725057304861865,1,0
69938,30.1,5,260.0,5,-15,28,0,0.11576923076923078,1,0
101699,14.22,1,79.22,5,-5,23,3,0.17950012623074982,1,0
90321,14.52,1,43.31,5,-9,19,4,0.33525744631724774,1,0
37746,12.71,8,312.61,5,-4,26,1,0.040657688493650236,1,0
22557,54.99,1,124.89,5,-9,19,1,0.44030747057410524,1,0
104234,14.9,5,119.8,5,-8,17,2,0.12437395659432388,1,0
93118,17.78,1,32.77,5,-9,34,0,0.5425694232529753,1,0
14148,19.33,3,169.23,5,-14,14,0,0.11422324646930213,1,0
107908,10.96,1,30.95,5,-3,24,3,0.35411954765751213,1,0
66504,14.8,1,209.4,4,-9,16,1,0.07067812798471824,1,0
39003,8.72,1,32.62,5,-8,14,0,0.26732066217044764,1,0
69313,29.99,2,188.89,5,-10,19,1,0.1587696542961512,1,0
13811,14.52,2,44.42,4,-9,28,1,0.3268797838811346,1,0
57877,14.52,1,3.22,4,-9,16,1,4.509316770186335,1,0
81475,10.96,1,69.7,5,-11,23,2,0.15724533715925396,1,0
73712,6.26,1,66.72,3,-9,13,0,0.09382494004796163,1,0
5674,14.52,1,44.52,3,-45,-21,3,0.32614555256064687,0,0
43274,10.96,1,35.86,3,-8,15,1,0.305633017289459,1,0
33026,16.98,2,135.73,5,-11,12,2,0.12510130405952996,1,0
40057,14.46,11,113.46,1,-33,-3,0,0.12744579587519833,0,0
99061,21.45,3,164.44,4,-18,21,1,0.130442714667964,1,0
63210,15.25,1,85.15,4,-7,17,0,0.17909571344685848,1,0
8304,23.06,2,133.05,4,-10,18,3,0.1733183013904547,1,0
49637,18.43,1,161.42,5,-9,27,0,0.11417420394003222,1,0
113638,11.8,1,69.79,3,-8,15,0,0.16907866456512394,1,0
105253,17.23,8,87.13,1,-6,30,2,0.19775048777688514,1,0
102916,16.97,1,416.96,4,-3,21,3,0.04069934765924789,1,0
34518,16.93,10,255.83,4,-17,5,1,0.0661767580033616,1,0
86097,16.88,1,86.78,3,-9,27,3,0.1945148651763079,1,0
89855,20.8,2,36.94,4,-8,26,3,0.5630752571737954,1,0
53599,16.34,6,326.24,5,-15,19,0,0.050085826385483076,1,0
41464,17.35,4,47.2,5,-10,20,1,0.3675847457627119,1,0
115727,13.35,1,123.34,5,-7,20,16,0.1082373925733744,1,0
4770,17.13,3,72.63,4,-16,9,1,0.23585295332507228,1,0
79014,17.43,1,116.43,5,-8,28,1,0.14970368461736663,1,0
32862,22.29,2,139.59,5,-15,10,0,0.15968192563937245,1,0
